22-07-2019 13:35:14.846 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext.prepareRefresh - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@30c93896: startup date [Mon Jul 22 13:35:14 ICT 2019]; root of context hierarchy
22-07-2019 13:35:14.946 [background-preinit] INFO  o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 5.3.6.Final
22-07-2019 13:35:16.994 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate.multipleStoresDetected - Multiple Spring Data modules found, entering strict repository configuration mode!
22-07-2019 13:35:17.157 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.core.UserRepository.
22-07-2019 13:35:17.168 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.core.AnnouncementRepository.
22-07-2019 13:35:17.169 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.communication.questionnaire.QuestionnaireResponseRepository.
22-07-2019 13:35:17.171 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.CommentRepository.
22-07-2019 13:35:17.172 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.StudentQuizDetailRepository.
22-07-2019 13:35:17.174 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.communication.questionnaire.QuestionResponseRepository.
22-07-2019 13:35:17.176 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.communication.reminder.NotificationRepository.
22-07-2019 13:35:17.177 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.core.BatchRepository.
22-07-2019 13:35:17.178 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.AssignmentRepository.
22-07-2019 13:35:17.180 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.core.FileRepositoryV2.
22-07-2019 13:35:17.181 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.QuestionRepository.
22-07-2019 13:35:17.182 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.ReportDetailRepository.
22-07-2019 13:35:17.183 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.scoring.StudentQuestionRepository.
22-07-2019 13:35:17.185 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport.isStrictRepositoryCandidate - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.future.function.repository.feature.communication.questionnaire.QuestionnaireResponseSummaryRepository.
